danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id,groups
0.666,0.992,7,-6.701,1,0.25,0.0111,0.00437,0.22,0.0806,152.589,413880,4,48JrHJdke53Te8dQ9aWzvV,46
0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,238640,4,6b2oQwSGFkzsMtQruIWm2p,58
0.76,0.536,6,-9.217,0,0.0305,0.471,1.81e-06,0.139,0.235,124.902,195453,4,0oKivroMhqEfwDKhrkHI1y,57
0.836,0.793,8,-5.538,1,0.252,0.267,0.0,0.0762,0.826,98.973,215707,4,325mlmzU5ugrIIZnzKKr4n,76
0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,212600,4,4qO03RMQm88DdpTJcxlglY,18
0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,275733,4,0a4agFmqHXxcZl1nho1BxM,47
0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,141507,4,78JmElAFmrPNhLjovDR9Jm,25
0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4,29SyMC0plk6qw8NMF7lfRL,53
0.637,0.107,5,-18.759,1,0.0349,0.911,0.00146,0.103,0.296,82.879,339533,4,1cG560wZP0s6fs1nsEVtQw,10
0.494,0.517,9,-12.172,0,0.11,0.491,0.0255,0.47,0.2,108.939,209987,4,3Z4poAx8XqlR2xm7eFwQ37,9
0.449,0.908,8,-6.131,1,0.0853,0.0833,0.0,0.0971,0.495,139.083,289813,4,679OeT1opXQYJSJBVEXHqA,16
0.67,0.776,9,-5.874,1,0.0356,0.0184,0.00294,0.128,0.703,130.128,264253,4,2toFtEYSfsOeynIEfVF0dh,72
0.828,0.538,1,-9.593,1,0.0654,0.0395,0.00906,0.102,0.367,132.633,271600,4,3w5ZTvQdAO6lrrSx6GgnCw,14
0.463,0.671,3,-6.438,1,0.0683,0.0626,0.0,0.0947,0.633,84.28,180813,4,5CTAcf8aS0a0sIsDwQRF9C,28
0.329,0.179,5,-11.589,1,0.0299,0.933,5.04e-06,0.115,0.255,154.175,217387,4,1luVGXHe7oimtkPScdsKBe,17
0.535,0.651,10,-6.326,1,0.0544,0.391,0.0,0.133,0.612,117.218,179600,4,1CnN9udhDokm7lARZjMji2,28
0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,163373,4,6xdLJrVj4vIXwhuG8TMopk,51
0.461,0.69,8,-6.958,1,0.0611,0.169,1.01e-06,0.113,0.353,110.915,296480,3,3vCHmbyOgc6pgwLUWfU4pF,54
0.795,0.435,4,-8.927,1,0.0324,0.0841,0.00026,0.0763,0.596,108.951,258013,4,3Au6174rC3JSzZN5BhCl3D,71
0.268,0.459,10,-6.94,1,0.0346,0.378,0.0,0.118,0.175,64.177,179200,4,1lCRw5FEZ1gPDNPzy1K4zW,28
0.692,0.497,2,-7.316,1,0.119,0.676,0.0,0.259,0.475,81.308,122067,4,4pbJqGIASGPr0ZpGpnWkDn,12
0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4,5vdp5UmvTsnMEMESIF2Ym7,34
0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,4,5T8EDUDqKcs6OSOwEsfqG7,9
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4,1AhDOtG9vPSOmsWgNW0BEY,10
0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,193880,4,5IyL3XOaRPpTgxVjRIAxXU,2
0.671,0.654,2,-9.053,1,0.0485,0.4,0.0,0.091,0.448,113.634,248720,4,40HGoSHn9gELCcJu8TLakq,38
0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,457133,4,0F0MA0ns8oXwGw66B2BSXm,27
0.56,0.605,11,-11.209,0,0.0348,0.0408,0.000162,0.0585,0.756,144.478,279693,4,6mib3N4E8PZHAGQ3xy7bho,68
0.31,0.403,0,-13.664,1,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,318027,4,72Z17vmmeQKAg8bptWvpVG,35
0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4,0pQskrTITgmCMyr85tb9qq,48
0.635,0.686,9,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747,4,2EC9IJj7g0mN1Q5VrZkiYY,47
0.61,0.797,6,-6.97,0,0.0414,0.00782,1.03e-05,0.0725,0.908,146.011,245173,4,3p7SLDGGu0DGJ93zFnVH4H,26
0.606,0.539,7,-7.567,1,0.0249,0.154,0.0,0.107,0.349,103.991,300107,4,1ABcNb3Q1memVuEP4GYExy,0
0.536,0.86,4,-5.143,1,0.0336,0.00859,8.8e-06,0.191,0.695,148.151,191504,4,0dZXp7d6kc2aX2RkUE68wc,37
0.644,0.637,5,-5.75,1,0.0284,0.65,0.0,0.181,0.575,107.333,195533,4,5zbutV48aKhYIUOdAuGAuX,57
0.482,0.844,2,-6.758,1,0.0403,0.00165,0.00459,0.335,0.313,147.974,312133,4,7ue3vDtaxcToVyzbyloSyQ,79
0.56,0.783,7,-5.695,1,0.0249,0.136,1.18e-05,0.329,0.734,94.008,203467,4,3G7Y6YBp2OjIe8hez3HCoq,80
0.637,0.848,11,-5.968,0,0.0398,0.0037,2.59e-05,0.123,0.522,112.993,228400,4,0VuyAK8iEZkQxHfmBV6MMm,32
0.559,0.492,1,-8.217,0,0.0257,0.00357,0.00686,0.0769,0.143,95.073,262587,4,3P0ZKM0sJiwYl6LWAgU9YF,24
0.391,0.797,7,-7.991,0,0.061,0.377,1.52e-05,0.755,0.369,143.605,254520,4,656TZu3G6rnfK9m2Y0zR6g,48
0.431,0.848,11,-5.522,0,0.0457,0.000217,3.11e-05,0.0934,0.806,163.139,209173,4,6Sk1mETx99njkPH3MIRTn3,9
0.666,0.665,9,-8.448,0,0.0322,0.16,0.0,0.957,0.548,114.039,246465,4,51FJdn3qfNBgFhBpKdlqme,83
0.485,0.688,4,-5.794,1,0.0356,0.451,4.31e-06,0.898,0.567,166.065,250373,4,3JjVl7NKo1T007mV2Y5vrR,82
0.528,0.874,4,-4.622,0,0.0296,0.0432,4.24e-05,0.903,0.629,134.96,199827,4,0JI7e7M0G81wH7LbzmT4Pu,73
0.555,0.798,7,-5.579,1,0.0285,0.28,0.00117,0.907,0.577,100.02,256773,4,7CGbTwDDVA3TEj5sCVMfhb,4
0.447,0.697,7,-5.323,1,0.028,0.0536,0.00573,0.754,0.333,142.018,218920,4,4SrdxkzBURKkGqod96KeM6,70
0.374,0.935,2,-5.729,1,0.0689,0.00421,0.157,0.984,0.413,76.545,197933,4,3BbGbnqvF2hJjbK3uCYq1M,30
0.468,0.88,11,-6.302,0,0.0505,0.00474,0.00173,0.99,0.395,112.987,267933,4,0y1Cn8jcLCr5fJvvO35zuN,40
0.544,0.67,2,-7.694,1,0.0283,0.142,7.65e-06,0.742,0.24,119.946,244267,4,2IcsM3hXMRpN6ZGEvwdqxU,52
0.42,0.866,10,-4.924,0,0.0497,0.00029,0.0,0.104,0.909,175.911,194853,4,3gIvNAGOcOVHepkBvnRfQd,57
0.288,0.433,7,-13.81,1,0.0378,0.0731,0.00816,0.112,0.29,181.855,689933,4,7pGaLGTJlu9FXwl3UIQtkn,27
0.45,0.345,0,-14.813,1,0.0288,0.0742,0.0,0.354,0.507,92.675,230627,4,1ieaNRjnBSPwznI7BQrEWi,33
0.56,0.589,2,-14.25,1,0.0289,0.000694,0.0119,0.0531,0.746,133.692,193733,4,4ILX2CDYdkqIqiVsIDE0Yy,2
0.598,0.65,7,-14.281,1,0.0402,0.019,0.0482,0.0775,0.595,90.673,280467,4,2Pr6qNmiOxTdo8B6bs8x8x,68
0.6,0.328,7,-12.925,1,0.0263,0.142,2.25e-05,0.0992,0.657,89.304,308333,4,5E9yMit6SVeJ6z6r76RJ5H,79
0.471,0.57,9,-9.792,0,0.0285,0.0155,0.000101,0.17,0.644,157.71,197080,4,7I0qFMGh2OwoZwQxzNH7fr,30
0.416,0.651,7,-9.803,1,0.067,0.045,3.14e-05,0.255,0.429,87.148,542933,4,4sqyYxC5DtBtlARv96QHAb,27
0.442,0.799,0,-9.65,1,0.0335,2.66e-05,0.221,0.0967,0.421,145.508,177533,4,194QWmi3n7OIbtnXzDd6Sx,50
0.573,0.587,0,-9.604,1,0.03,0.079,0.253,0.207,0.678,147.529,258093,4,5Z29IzMEP5TY8HsXWwPYWX,71
0.296,0.755,4,-9.83,0,0.0507,0.00783,0.00134,0.264,0.192,186.123,302093,4,0pK7xotcYmRlwnJQUTwi17,0
0.574,0.89,6,-5.789,0,0.041,0.082,0.0,0.0741,0.83,97.9,141400,4,1jdAzKbRRrIQ3fpodftKfj,25
0.611,0.772,2,-7.206,1,0.0408,0.3,0.00188,0.0879,0.803,148.313,236760,4,7c7c4asCm6wT85nyCRN8q8,58
0.498,0.918,0,-7.405,1,0.0572,0.131,0.0011,0.358,0.383,96.714,148333,4,38qT8Jupxr2lgdIAJNq8Tz,42
0.455,0.815,10,-7.441,1,0.0362,0.000215,0.000201,0.116,0.427,146.866,321653,4,64j3ahQoKoAikvei7D52Bh,35
0.519,0.747,2,-5.412,1,0.0265,0.141,1.43e-06,0.161,0.751,89.13,251027,4,0t6WbXD9u6rnXseu9YcWqk,82
0.468,0.76,2,-8.513,1,0.0547,0.49,0.000219,0.995,0.831,151.853,215440,4,0gTnRw8eAI1Tu3vj1fKLDw,76
0.544,0.805,7,-9.591,1,0.0334,0.0335,0.0,0.67,0.654,127.793,222427,4,1RxAzmAuN6KldKrMeVKkf2,64
0.708,0.832,11,-3.652,1,0.212,0.382,0.0,0.334,0.806,176.349,237107,4,11kmPqb02yGcZtLilUoHMd,58
0.683,0.915,9,-3.633,1,0.0452,0.00195,0.00799,0.096,0.789,101.145,260867,4,2LIoLF2jJrHW7SK8F2oGVW,24
0.623,0.794,4,-5.773,1,0.0268,0.0312,0.0,0.294,0.57,99.873,160467,4,7MKHjs2QBeFrfCso2YWuy8,5
0.621,0.82,9,-8.63,0,0.0294,0.2,0.000112,0.0396,0.96,146.664,174973,4,1mK7rqBmWWFvU1huYnsPGq,65
0.663,0.589,4,-3.866,1,0.0268,0.144,8.9e-05,0.283,0.211,115.236,182187,4,4Eu11AEW4PK9Rtc3TkTwl7,60
0.57,0.848,5,-8.234,1,0.0365,0.0741,0.000278,0.698,0.632,89.169,296773,4,5Kayf37CYgsWqgkWMTHZPu,54
0.723,0.611,7,-7.006,1,0.0303,0.481,1.44e-05,0.11,0.261,111.813,175373,4,35J9vakuC3f18QTolNAQ6E,11
0.629,0.881,9,-5.28,1,0.0337,0.00118,0.000803,0.124,0.735,141.992,224467,4,1bYgdEpjLxA13iXbz2VifL,78
0.347,0.847,2,-5.352,1,0.0389,0.174,0.0,0.755,0.351,132.97,258267,4,6tFiwRosuePm2v0DQTyGpj,71
0.663,0.845,9,-6.289,1,0.0289,0.351,6.73e-06,0.674,0.406,130.194,247160,4,6OwunUyuA5gtuJOdrE43vH,83
0.521,0.701,2,-5.238,1,0.0458,0.0892,0.0,0.0876,0.518,127.087,307360,4,1ADciGUxOaUbBFd0rpYx7d,0
0.668,0.449,0,-7.897,1,0.0451,0.477,0.0,0.107,0.154,129.889,205280,4,50PWlIBU7PlGGwzgN8TiFJ,23
0.717,0.642,1,-10.727,1,0.0287,0.0194,0.000249,0.043,0.732,105.894,327427,4,5AoBNJQDXXEnIJGjJjZu3y,59
0.584,0.684,7,-3.838,1,0.0322,0.0433,0.0,0.128,0.382,140.026,237427,4,4WegJ4QfBHOdXgbl6UGdkA,58
0.552,0.848,2,-3.602,1,0.0416,0.116,0.0,0.24,0.442,139.964,208360,4,2aZUix6HjMl8hUiAJAQbKT,21
0.623,0.73,4,-7.431,0,0.0322,0.153,0.000253,0.176,0.718,79.993,233827,4,5uSRV7YktWDEjULlSUfBD3,13
0.617,0.697,6,-4.932,1,0.0352,0.263,0.0,0.097,0.519,131.981,196690,4,35689kbAwieHK4YNmwEisS,30
0.47,0.492,4,-9.662,1,0.0305,0.0941,4.94e-05,0.0826,0.549,116.744,216240,4,5lc0LIe6LLZYM0qjCfepD3,56
0.365,0.686,0,-6.127,1,0.0272,0.00288,0.0,0.0926,0.331,184.083,200200,4,71iogkuXi7nAfFbqMGDTri,22
0.508,0.398,9,-9.922,1,0.0918,0.816,0.00332,0.347,0.552,139.968,191190,4,2TA4ToJ93CxUvqoG10KQdR,37
0.604,0.645,2,-9.072,1,0.0308,0.0464,0.00184,0.156,0.704,87.961,149682,4,5dy2U92dBpcsNejM4YFTcJ,42
0.507,0.571,4,-6.077,1,0.0275,0.159,0.0803,0.104,0.404,99.397,222313,4,0cJcLOnBCZVNDZQO00QrLq,64
0.712,0.695,6,-8.271,1,0.0324,0.0323,5.42e-06,0.344,0.712,101.987,202162,4,0Jo1L8PmhWlYc9cJsQZDEM,1
0.676,0.724,8,-6.888,1,0.0397,0.138,0.0,0.319,0.769,149.914,185940,4,2Cxo3x87NeOCz9FUSI5ONY,3
0.607,0.556,8,-6.773,1,0.0301,0.0327,0.0,0.111,0.946,202.14,210887,4,4NWOrdJha7JsQW3imABdSo,43
0.741,0.482,8,-10.565,1,0.0433,0.0662,2.83e-06,0.143,0.75,82.974,251925,4,5Y62ABUVfv10vjwSV6dIhS,8
0.704,0.658,1,-7.851,1,0.0436,0.119,0.0,0.113,0.57,96.484,222093,4,7qkkTuWEZ48GNArEMDU2sS,64
0.533,0.426,5,-8.661,0,0.0381,0.17,1.16e-05,0.172,0.698,100.04,219063,4,7zog4endeojkxQrkjY8kpK,70
0.742,0.717,9,-6.198,1,0.033,0.0028,0.0,0.0935,0.793,88.491,232680,4,1U02DqSA9WIY26OM8kJQld,61
0.731,0.617,1,-6.975,0,0.0428,0.0355,0.000102,0.147,0.417,139.983,247987,4,3lMGhsGVaAO37AKy5CV8HB,38
0.558,0.907,8,-2.491,0,0.0305,0.368,0.0,0.11,0.566,94.029,213760,4,1Rzi70QifTTM7TLyQJaraj,62
0.58,0.931,3,-2.886,1,0.0313,0.0543,0.000116,0.309,0.432,124.097,222400,4,0kpyiEcH82ni9TuuZYxKzL,64
0.594,0.924,10,-2.907,1,0.0269,0.336,0.0,0.277,0.416,107.258,193467,4,4RzFPIpnYo7vf0kQI8Gdg1,2
0.489,0.942,9,-3.274,1,0.0556,0.00231,0.0,0.143,0.97,149.274,133933,4,0ixJXA1yVIMU3MumS7BMln,53
0.559,0.851,11,-5.199,1,0.0328,0.000964,0.0,0.228,0.515,116.964,220173,4,1PGyfLQdgFPXGEtP2b6ovZ,44
0.573,0.583,8,-7.947,1,0.03,0.298,3.85e-05,0.666,0.379,77.041,232560,4,13doQOfwnHo6d1CLbBVSc9,61
0.516,0.513,2,-10.762,1,0.0288,0.159,0.00957,0.0612,0.694,99.735,293933,4,6MOEQCtAWNSCmvg3SFKF5y,49
0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4,3yrSvpt2l1xhsV9Em88Pul,77
0.773,0.717,9,-7.324,1,0.038,0.193,0.00972,0.133,0.776,88.592,225000,4,2SSs8eJ3odcinJW2OvbV3k,6
0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751,175093,4,0BRHnOFm6sjxN1i9LJrUDu,65
0.377,0.969,10,-1.863,1,0.0682,0.000495,1.58e-05,0.339,0.538,152.002,188840,4,5hz3YCeenldfaaFucR2ONt,20
0.449,0.864,1,-3.892,1,0.0352,2.04e-05,0.0,0.108,0.713,167.154,226080,4,0ChpoNjXfJPjMvCIN6so6J,67
0.524,0.739,9,-8.561,1,0.0312,0.141,0.00189,0.127,0.288,84.971,172533,4,1Ty6bAqMtKQNEuxU7CClQV,36
0.531,0.549,8,-7.895,1,0.0378,0.363,0.0,0.118,0.681,171.781,200200,4,1OUxBM6TphEnDh4EQkNRv1,22
0.655,0.296,2,-10.578,1,0.0282,0.884,0.0,0.114,0.31,103.981,232533,4,5O3eNPhckrOCxIBtR5SQLN,61
0.421,0.822,2,-4.415,1,0.0542,0.0132,0.0,0.092,0.751,171.935,234787,4,7sziTn5nHwrWf4K7gISaaU,13
0.421,0.858,1,-4.535,1,0.0963,0.0134,0.0,0.067,0.491,173.255,206773,4,10rChmECwPcvTTj4w07hq4,81
0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4,4j3X4KX8rURekAVIFUhI23,47
0.498,0.931,10,-3.288,0,0.0947,0.000242,0.0,0.343,0.673,162.913,204864,4,4oB9koCNBDoUhMn6k1H3hn,39
0.602,0.547,0,-6.954,1,0.0304,0.011,0.0,0.117,0.508,131.942,187187,4,3jzU2G7zznQ3bpUzNEBgmj,3
0.562,0.816,1,-3.143,0,0.0504,0.0238,0.0,0.0765,0.65,74.474,222947,4,7e2y3akt1MG3d5JXAeR9S2,29
0.753,0.76,6,-4.518,0,0.0859,0.446,3.13e-05,0.182,0.657,91.953,272653,4,0lMbuWUpfTWhEmOKxppEau,14
0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,223413,4,5bcTCxgc7xVfSaMV3RuVke,29
0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,208133,4,5Sf3GyLEAzJXxZ5mbCPXTu,21
0.441,0.74,5,-5.502,0,0.0863,0.0128,0.0,0.127,0.583,129.344,205436,4,1cEo4OOyM1rOUn6kuTrm5m,23
0.539,0.911,1,-3.462,1,0.209,0.0932,0.0,0.114,0.728,100.905,224773,4,4eto04mFQYYnp2WMR20JfX,78
0.644,0.613,8,-6.004,0,0.285,0.0159,1.77e-06,0.0637,0.92,175.237,211387,3,5thZAqTJNucHa1hOuJHtEJ,43
0.639,0.36,9,-9.079,0,0.179,0.589,0.0,0.354,0.539,74.93,200720,4,0RhC9bUmPEVYKMYO1s24G9,22
0.735,0.467,2,-8.656,1,0.0336,0.338,0.0,0.0789,0.761,125.112,192133,3,02WfKxLdKIHi5grvCiY2cs,37
0.476,0.721,6,-5.793,1,0.0272,0.124,0.0,0.396,0.454,100.95,151400,4,61fSpmv006z2FDLHgqC9eM,42
0.8,0.437,9,-10.167,1,0.0478,0.895,7.75e-05,0.137,0.786,118.025,116133,4,7CFI8IyxDt6CRvZUBJCSSt,12
0.449,0.602,6,-4.8,0,0.0264,0.149,0.0,0.141,0.32,170.04,256733,3,3F274sv7NCtXfu88YEEhXd,4
0.647,0.639,1,-7.324,1,0.0314,0.00698,1.24e-06,0.111,0.197,111.021,237187,4,4M6OJuXFOjf1mXZDcjG6L8,58
0.438,0.869,2,-4.906,1,0.0562,0.0491,0.0,0.0971,0.383,134.463,225160,4,6fy13gbhaaUopyvwrfQtmi,6
0.526,0.924,4,-4.073,1,0.0536,0.00237,0.0012,0.129,0.802,152.034,284547,4,6zbnpAx9RH1W0dS4JEqdpc,63
0.61,0.397,9,-8.47,1,0.0266,0.43,8.89e-06,0.239,0.347,84.352,327867,4,15okJ22zpwpw5MU2Nn3BSI,59
0.504,0.884,3,-4.214,1,0.0366,0.000458,0.0399,0.108,0.516,140.398,212267,4,16KVwIN7G4gR39xFJxINAK,18
0.512,0.801,5,-4.845,1,0.0549,0.101,0.0166,0.107,0.255,185.99,242507,4,5sCs4grBDnpqaHnzvZHiCF,55
0.352,0.972,3,-3.39,0,0.13,0.000379,0.0195,0.168,0.371,125.102,235173,4,1jUT2mNIfOYH1m5KLV2UbY,41
0.543,0.917,1,-3.391,1,0.0444,0.00572,7.76e-05,0.104,0.329,132.246,246840,4,3iyjOwyySLRDEW2tqP7MhX,83
0.552,0.71,6,-6.925,1,0.0425,0.00164,5.07e-06,0.116,0.206,118.276,301747,4,0OpSYP9Oly3SqmeIgiRnzT,0
0.547,0.837,10,-7.085,1,0.0676,0.00112,0.000624,0.0937,0.568,135.47,245360,4,5mhUPDWQH3s544WCsa0r9w,26
0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,220427,4,3gNGi2iUGHXGpBQHce6Nua,44
0.502,0.972,10,-3.96,0,0.0793,6.78e-05,0.000702,0.0627,0.729,138.019,197280,4,3twNvmDtFQtAd5gMKedhLD,30
0.355,0.918,1,-4.36,1,0.0746,0.00119,0.0,0.0971,0.24,148.114,222200,4,3n3Ppam7vgaVa1iaRUc9Lp,64
0.773,0.638,7,-11.711,1,0.133,0.582,3.33e-05,0.107,0.697,108.962,256387,4,2zhHYs0W7I891mfT4KGJ4d,4
0.612,0.733,1,-7.49,0,0.0448,0.392,0.000109,0.752,0.306,123.969,351453,4,6C8vYMJuUYdHStoyzDiAeG,10
0.483,0.386,9,-10.062,1,0.0285,0.736,0.0,0.115,0.483,80.074,190960,4,27Es7REkNYsWCMBoIbmwCW,37
0.485,0.386,2,-9.189,1,0.0388,0.837,0.0,0.207,0.354,91.615,343813,4,1EQ8sBQ7Abv9DvNBzhXAcv,10
0.506,0.894,1,-7.548,0,0.152,0.04,0.0153,0.0521,0.887,180.694,219600,4,1LphXGnd5o9F0hOE61Zf9T,70
0.762,0.742,9,-6.778,1,0.0283,0.0879,0.0197,0.1,0.91,104.339,208627,4,7pn5QXr2LTeGsgHyCaJxDo,21
0.813,0.633,6,-10.021,0,0.0679,0.0685,6.29e-05,0.0435,0.849,92.893,221293,4,4Fp23GGA5WNWgoDjdhBHeK,7
0.716,0.596,11,-8.503,1,0.0255,0.128,0.00484,0.0966,0.487,113.278,189533,4,3uezVXXzZZUCjqPRC9JA6u,20
0.6,0.537,0,-7.972,1,0.0273,0.509,0.303,0.101,0.316,78.049,257333,4,0NFVg74sSsdU1gNc9xfpIO,4
0.442,0.885,4,-5.843,1,0.0816,0.081,0.0,0.774,0.268,129.421,267733,4,4jLVOcizOi34FZryboYa9R,40
0.684,0.834,7,-7.224,1,0.0311,0.184,1e-05,0.951,0.778,100.015,172827,4,5zcMNdo5vG2cPAG64eUhv6,36
0.791,0.836,11,-5.083,1,0.0391,0.161,3.11e-06,0.101,0.975,98.01,211707,4,5m8Vn0z9yF1h9IIUnL1Z4i,43
0.629,0.909,4,-6.125,0,0.0586,0.0129,0.000165,0.346,0.772,143.953,200227,4,7kqcNdHAsDyxOaZlYREvfq,22
0.77,0.786,6,-3.516,0,0.0553,0.0318,0.000658,0.182,0.969,153.8,243667,4,2uqoD5z16wPzYITLDTCe4b,52
0.74,0.913,6,-7.088,0,0.0957,0.000493,0.000672,0.28,0.543,102.72,236360,4,1uTvhByu3R8BGriCVna2Rd,41
0.528,0.601,9,-7.269,1,0.0259,0.445,0.0,0.213,0.364,77.05,282067,4,2ltHN1EsTlBvfIlC7e0XRL,31
0.86,0.769,0,-5.087,1,0.0342,0.00396,0.000114,0.113,0.808,130.108,317400,4,7DoBn08dqKS9MmtZiZChVD,35
0.587,0.632,6,-7.254,1,0.0241,0.745,2.88e-05,0.0624,0.459,100.002,242507,4,4pG8lbKPKkfGSniMXxZTM7,55
0.509,0.846,2,-6.707,1,0.0369,0.033,4.37e-05,0.12,0.753,135.844,273533,4,5t6QgW9guk6MRptJJWgsFY,14
0.693,0.761,11,-6.71,0,0.0265,0.0496,3.11e-06,0.0928,0.718,122.002,313107,4,2wtnWkmyE2ivwmDyVfJ8N5,79
0.59,0.524,1,-8.108,1,0.0272,0.254,8.47e-06,0.201,0.503,74.986,243933,4,0YvWYuozljvaJzFMUNAV8F,52
0.6,0.751,6,-5.66,0,0.0358,0.191,0.0,0.0846,0.73,135.989,240133,4,7dxK6RSoCWZcb5gobxs1h9,15
0.734,0.494,7,-11.872,1,0.0962,0.185,0.00436,0.0704,0.791,89.995,298293,4,7FpQLWSBgpNMcYrYpa8gwQ,54
0.551,0.831,4,-5.138,1,0.0591,0.142,0.0,0.841,0.825,81.047,249707,4,0mscBkMFduxGFsFEhTv7du,82
0.604,0.779,11,-6.459,1,0.0318,0.00383,0.0,0.37,0.875,158.062,228733,4,6LFAmpzXbWQEx0NWondpSM,32
0.728,0.667,11,-5.281,1,0.0328,0.0208,0.0,0.18,0.772,132.028,199040,4,2YgAAAq8h7nPIMVLVVSHtK,73
0.61,0.891,7,-4.988,1,0.0283,0.00488,0.0,0.202,0.67,133.09,233920,4,4VF7On3YlSeCzYOSQJUlcA,13
0.44,0.613,7,-8.234,1,0.0301,0.59,0.0,0.935,0.397,108.087,232120,4,5YQPOIAt3U7DMAswTVvzax,61
0.664,0.675,9,-6.858,1,0.0359,0.624,5.29e-05,0.848,0.745,132.042,209320,4,5GCAkrk3YuEI2XZ4Yc9BRm,9
0.632,0.809,9,-1.828,1,0.0517,0.187,0.0,0.0924,0.953,88.817,184053,4,6QsCiCbUYEDU8tp9q5Sw25,77
0.713,0.875,0,-4.479,1,0.0375,0.223,0.0,0.69,0.902,130.001,197213,4,53OMps2IO58mmN9kaEtqnl,30
0.584,0.727,5,-3.857,1,0.037,0.158,0.0,0.153,0.895,172.015,201587,4,0noBDWSHTwqnyvyVTspqlI,74
0.608,0.87,1,-5.016,1,0.0591,0.0364,0.0,0.318,0.916,157.976,215773,4,1wQg0ZAJDEJb1lVioDzI1c,76
0.74,0.703,9,-7.663,1,0.0543,0.17,0.0,0.17,0.961,81.984,187064,4,02p3SB7cipcWK3STz7aLbK,3
0.722,0.868,4,-4.523,1,0.109,0.559,0.000779,0.447,0.633,95.021,231733,4,28OkLLntKaxV9Fxk79sQkD,61
0.691,0.786,11,-5.947,0,0.0503,0.111,6.7e-05,0.239,0.632,164.126,180575,4,3mdDdrgDEKVxd5GawWjKqy,28
0.779,0.519,7,-7.752,1,0.092,0.644,0.0201,0.113,0.551,88.984,280627,4,13U48U3VZb2iufNNvSTZLs,68
0.769,0.799,5,-6.908,1,0.0956,0.0836,0.0268,0.739,0.956,83.506,220419,4,40gkUExaE3AY0lnhIEb95m,44
0.706,0.775,1,-5.218,1,0.0468,0.0138,1.04e-06,0.151,0.882,81.04,206334,4,64yn6T5miWO6E408RmBsd7,23
0.672,0.771,8,-5.305,1,0.0423,0.321,0.0,0.0602,0.617,97.501,269500,4,08ks6P9JP6uG9CCsySfnZq,40
0.688,0.634,6,-7.904,0,0.0371,0.362,0.00105,0.101,0.812,82.041,236267,4,22RR5raQ9x7K0e6geLdELP,41
0.718,0.615,7,-5.298,1,0.0377,0.201,0.0,0.164,0.658,86.561,196821,4,2LwE3sZfvb5sYQkZG3BQ2X,30
0.797,0.85,4,-5.964,1,0.0285,0.136,0.000172,0.0887,0.976,119.002,255875,4,4UP8HEiXCnr6CHYAKg14U4,4
0.685,0.684,11,-7.991,1,0.0504,0.236,3.43e-05,0.97,0.779,168.017,245501,4,5css8d6tc4sYLpjBNRVCO0,26
0.785,0.555,9,-6.804,1,0.0406,0.44,1.35e-06,0.165,0.409,90.002,214905,4,2CvADof68upuJOJ9DeECRg,34
0.707,0.751,9,-6.519,0,0.0907,0.309,0.0,0.344,0.82,158.099,191280,4,6M0Ef3mfbK34lw9QxV1LFK,37
0.765,0.657,11,-6.394,0,0.0829,0.0175,0.0,0.345,0.553,91.998,213147,4,6WQyaRxqf332knjOMWUMQf,62
0.679,0.601,1,-7.306,1,0.0643,0.225,0.0,0.199,0.323,134.977,196637,4,5qNEPKqPOECw50RpOGT9ne,30
0.672,0.747,7,-7.708,1,0.0904,0.0428,0.0,0.102,0.742,169.981,215147,4,4L0nc0tHfDjr3HlAm1EFeu,34
0.736,0.751,8,-5.588,1,0.034,0.0381,0.0,0.105,0.839,150.064,209722,4,7lgvGRC1gN0JGgY9VGXsQT,9
